Мобильный телефон Samsung Galaxy M31 6/128GB Blue (SM-M315FZBVSEK),7299,https://i8.rozetka.ua/goods/16893927/samsung_galaxy_m31_6_128gb_blue_images_16893927611.jpg,175401451,https://rozetka.com.ua/samsung_galaxy_m31_6_128gb_blue/p175401451/,Рейтинг товара 3.6 из 5,1205 отзывов,,"Экран (6.4"", Super AMOLED, 2340х1080) / Samsung Exynos 9611 (4 x 2.3 ГГц + 4 x 1.7 ГГц) / квадро основная камера: 64 Мп + 8 Мп + 5 Мп + 5 Мп, фронтальная 32 Мп / RAM 6 ГБ / 128 ГБ встроенной памяти + microSD (до 512 ГБ) / 3G / LTE / GPS / ГЛОНАСС / BDS / Galileo / поддержка 2х SIM-карт (Nano-SIM) / Android 10 (Q) / 6000 мА*ч"
Телевизор Samsung UE55TU7090UXUA,14499,https://i8.rozetka.ua/goods/20605189/samsung_ue55tu7090uxua_images_20605189061.jpg,257123346,https://rozetka.com.ua/samsung_ue55tu7090uxua/p257123346/,Рейтинг товара 3.6 из 5,43 отзыва,16999,
"Samsung 860 Evo-Series 500GB 2.5"" SATA III V-NAND 3bitMLC (MZ-76E500BW)",1999,https://i2.rozetka.ua/goods/2697297/samsung_mz_76e500bw_images_2697297799.jpg,31131255,https://hard.rozetka.com.ua/samsung_mz_76e500bw/p31131255/,Рейтинг товара 3.6 из 5,565 отзывов,2399,
Мобильный телефон Samsung Galaxy A71 6/128GB Metallic Silver (SM-A715FMSUSEK),9999,https://i2.rozetka.ua/goods/19255047/samsung_sm_a715fmsusek_images_19255047355.jpg,235412953,https://rozetka.com.ua/samsung_sm_a715fmsusek/p235412953/,Рейтинг товара 3.6 из 5,215 отзывов,11999,"Экран (6.7"", Super AMOLED Plus, 2400x1080) / Qualcomm Snapdragon 730 (2 x 2.2 ГГц + 6 x 1.8 ГГц) / основная квадро-камера: 64 Мп + 12 Мп + 5 Мп + 5 Мп, фронтальная 32 Мп / RAM 6 ГБ / 128 ГБ встроенной памяти + microSD (до 512 ГБ) / 3G / LTE / GPS / поддержка 2х SIM-карт (Nano-SIM) / Android 10.0 (Q) / 4500 мА*ч"
Планшет Samsung Galaxy Tab S6 Lite Wi-Fi 64GB Gray (SM-P610NZAASEK),10499,https://i2.rozetka.ua/goods/17856016/samsung_sm_p610nzaasek_images_17856016309.jpg,205041595,https://rozetka.com.ua/samsung_sm_p610nzaasek/p205041595/,Рейтинг товара 3.6 из 5,113 отзывов,,"Экран 10.4"" TFT (2000x1200) MultiTouch / Samsung Exynos 9611 (2.3 ГГц + 1.7 ГГц) / RAM 4 ГБ / 64 ГБ встроенной памяти + microSD / Wi-Fi / Bluetooth 5.0 / основная камера 8 Мп, фронтальная - 5 Мп / GPS / Android 10.0 (Q) / 465 г / серый"
Мобильный телефон Samsung Galaxy A01 2/16GB Blue (SM-A015FZBDSEK),2599,https://i1.rozetka.ua/goods/16371637/samsung_galaxy_a01_2_16gb_blue_images_16371637654.jpg,173919068,https://rozetka.com.ua/samsung_galaxy_a01_2_16gb_blue/p173919068/,Рейтинг товара 3.6 из 5,153 отзыва,2999,"Экран (5.7"", TFT, 1520x720)/ Qualcomm Snapdragon 439 (2.0 ГГц + 1.45 ГГц)/ двойная основная камера: 13 Мп + 2 Мп, фронтальная 5 Мп/ RAM 2 ГБ/ 16 ГБ встроенной памяти + microSD (до 512 ГБ)/ 3G/ LTE/ GPS/ поддержка 2х SIM-карт (Nano-SIM)/ Android 10.0 (Q)/ 3000 мА*ч"
Планшет Samsung Galaxy Tab S5e 10.5 (2019) Wi-Fi 64GB Black (SM-T720NZKASEK),12999,https://i2.rozetka.ua/goods/11943679/copy_samsung_sm_t725nzkasek_5cbdc004204ca_images_11943679368.jpg,84568314,https://rozetka.com.ua/samsung_sm_t720nzkasek/p84568314/,Рейтинг товара 3.6 из 5,88 отзывов,,"Экран 10.5"" Super AMOLED (2560x1600) емкостный MultiTouch / Qualcomm Snapdragon 670 (2x2.0 ГГц + 6x1.7 ГГц) / RAM 4 ГБ / 64 ГБ встроенной памяти + microSD / Wi-Fi / Bluetooth 5.0 / основная камера 13 Мп, фронтальная - 8 Мп / GPS / ГЛОНАСС / Android 9.0 (Pie) / 400 г / черный"
Телевизор Samsung QE65Q77TAUXUA,42999,https://i2.rozetka.ua/goods/21003085/samsung_qe65q77tauxua_images_21003085931.jpg,200403319,https://rozetka.com.ua/samsung_qe65q77tauxua/p200403319/,Рейтинг товара 3.6 из 5,17 отзывов,57999,
"Mонитор 23.5"" Samsung Gaming C24RG50 (LC24RG50FQIXCI) - частота обновления 144 Гц",4699,https://i2.rozetka.ua/goods/17785525/samsung_lc24rg50fqixci_images_17785525207.jpg,88239597,https://hard.rozetka.com.ua/samsung_lc24rg50fqixci/p88239597/,Рейтинг товара 3.6 из 5,490 отзывов,,
Мобильный телефон Samsung Galaxy M31s 6/128GB Blue (SM-M317FZBNSEK),8499,https://i2.rozetka.ua/goods/19702495/samsung_sm_m317fzbnsek_images_19702495315.jpg,244007101,https://rozetka.com.ua/samsung_sm_m317fzbnsek/p244007101/,Рейтинг товара 3.6 из 5,178 отзывов,,"Экран (6.5"", Super AMOLED, 2400х1080) / Samsung Exynos 9611 (4 x 2.3 ГГц + 4 x 1.7 ГГц) / основная квадро-камера: 64 Мп + 12 Мп + 5 Мп + 5 Мп, фронтальная 32 Мп / RAM 6 ГБ / 128 ГБ встроенной памяти + microSD (до 512 ГБ) / 3G / LTE / GPS / поддержка 2х SIM-карт (Nano-SIM) / Android 10 / 6000 мА*ч"
Телевизор Samsung QE58Q60TAUXUA,25999,https://i2.rozetka.ua/goods/21003195/samsung_qe58q60tauxua_images_21003195746.jpg,200339557,https://rozetka.com.ua/samsung_qe58q60tauxua/p200339557/,Рейтинг товара 3.6 из 5,32 отзыва,33999,
Мобильный телефон Samsung Galaxy A51 6/128GB Black (SM-A515FZKWSEK),8599,https://i8.rozetka.ua/goods/16041141/copy_samsung_sm_a515fzkusek_5e04c3c8e502d_images_16041141775.jpg,168813961,https://rozetka.com.ua/samsung_sm_a515fzkwsek/p168813961/,Рейтинг товара 3.6 из 5,285 отзывов,8999,"Экран (6.5"", Super AMOLED, 2400x1080)/ Samsung Exynos 9611 (2.3 ГГц + 1.7 ГГц)/ основная квадро-камера: 48 Мп + 12 Мп + 5 Мп + 5 Мп, фронтальная 32 Мп/ RAM 6 ГБ/ 128 ГБ встроенной памяти + microSD (до 512 ГБ)/ 3G/ LTE/ GPS/ поддержка 2х SIM-карт (Nano-SIM)/ Android 10.0 (Q)/ 4000 мА*ч"
"Mонитор 31.5"" Samsung Odyssey G7 C32G75TQSI Black (LC32G75TQSIXCI)",16799,https://i2.rozetka.ua/goods/19206240/samsung_lc32g75tqsixci_images_19206240913.jpg,233337757,https://hard.rozetka.com.ua/samsung_lc32g75tqsixci/p233337757/,Рейтинг товара 3.6 из 5,148 отзывов,17999,"Диагональ дисплея27""31.5"""
"SSD Samsung 850 Evo-Series 120GB 2.5"" SATA III TLC (MZ-75E120B) (S21TNXAG501174) - Уценка",1404,https://i8.rozetka.ua/goods/19692143/244056259_images_19692143971.jpg,244056259,https://rozetka.com.ua/244056259/p244056259/,Рейтинг товара 3.6 из 5,1 отзыв,,Повреждена упаковка
Телевизор Samsung UE55RU7300UXUA,14999,https://i8.rozetka.ua/goods/20604301/samsung_ue55ru7300uxua_images_20604301076.jpg,83622798,https://rozetka.com.ua/samsung_ue55ru7300uxua/p83622798/,Рейтинг товара 3.6 из 5,245 отзывов,16499,
Мобильный телефон Samsung Galaxy A31 4/64GB Prism Crush Blue (SM-A315FZBUSEK),5999,https://i2.rozetka.ua/goods/17537537/samsung_sm_a315fzbusek_images_17537537839.jpg,199325431,https://rozetka.com.ua/samsung_sm_a315fzbusek/p199325431/,Рейтинг товара 3.6 из 5,109 отзывов,6999,"Экран (6.4"", Super AMOLED, 2400x1080)/ MediaTek MT6768 (2 x 2.0 ГГц + 6 x 1.7 ГГц)/ основная квадро-камера: 48 Мп + 8 Мп + 5 Мп + 5 Мп, фронтальная камера: 20 Мп/ RAM 4 ГБ/ 64 ГБ встроенной памяти + microSD (до 512 ГБ)/ 3G/ LTE/ GPS/ ГЛОНАСС/ BDS / поддержка 2х SIM-карт (Nano-SIM)/ Android 10.0 (Q)/ 5000 мА*ч"
Телевизор Samsung QE43Q60TAUXUA,18999,https://i8.rozetka.ua/goods/17601733/samsung_qe43q60tauxua_images_17601733297.jpg,200297473,https://rozetka.com.ua/samsung_qe43q60tauxua/p200297473/,Рейтинг товара 3.6 из 5,77 отзывов,23999,
Телевизор Samsung UE32T5300AUXUA,7299,https://i2.rozetka.ua/goods/20604755/samsung_ue32t5300auxua_images_20604755036.jpg,200449747,https://rozetka.com.ua/samsung_ue32t5300auxua/p200449747/,Рейтинг товара 3.6 из 5,144 отзыва,7999,
"Mонитор 27"" Samsung Curved C27F396F (LC27F396FHIXCI)",3799,https://i8.rozetka.ua/goods/17617618/samsung_c27f396f_images_17617618021.jpg,10592292,https://hard.rozetka.com.ua/samsung_c27f396f/p10592292/,Рейтинг товара 3.6 из 5,592 отзыва,3999,
Мобильный телефон Samsung Galaxy A51 4/64GB Black (SM-A515FZKUSEK),7599,https://i2.rozetka.ua/goods/16040781/samsung_sm_a515fzkusek_images_16040781555.jpg,168772668,https://rozetka.com.ua/samsung_sm_a515fzkusek/p168772668/,Рейтинг товара 3.6 из 5,136 отзывов,7999,"Экран (6.5"", Super AMOLED, 2400x1080)/ Samsung Exynos 9611 (2.3 ГГц + 1.7 ГГц)/ основная квадро-камера: 48 Мп + 12 Мп + 5 Мп + 5 Мп, фронтальная 32 Мп/ RAM 4 ГБ/ 64 ГБ встроенной памяти + microSD (до 512 ГБ)/ 3G/ LTE/ GPS/ поддержка 2х SIM-карт (Nano-SIM)/ Android 10.0 (Q)/ 4000 мА*ч"
Телевизор Samsung UE70TU7090UXUA,27999,https://i2.rozetka.ua/goods/20605193/samsung_ue70tu7090uxua_images_20605193146.jpg,257123356,https://rozetka.com.ua/samsung_ue70tu7090uxua/p257123356/,Рейтинг товара 3.6 из 5,8 отзывов,35999,
Телевизор Samsung UE43TU7100UXUA,11499,https://i2.rozetka.ua/goods/20604553/samsung_ue43tu7100uxua_images_20604553676.jpg,200129785,https://rozetka.com.ua/samsung_ue43tu7100uxua/p200129785/,Рейтинг товара 3.6 из 5,156 отзывов,12999,
"Планшет Samsung Galaxy Tab A 8.0"" (2019) 2/32GB Wi-Fi Black (SM-T290NZKASEK)",3999,https://i1.rozetka.ua/goods/13391705/samsung_sm_t290nzkasek_images_13391705522.jpg,111469112,https://rozetka.com.ua/samsung_sm_t290nzkasek/p111469112/,Рейтинг товара 3.6 из 5,73 отзыва,4799,"Экран 8.0"" (1280x800) емкостный MultiTouch / Qualcomm Snapdragon 429 (2.0 ГГц) / RAM 2 ГБ / 32 ГБ встроенной памяти + microSD / Wi-Fi / Bluetooth 4.2 / основная камера 8 Мп, фронтальная - 2 Мп / GPS / ГЛОНАСС / Android 9.0 (Pie) / 345 г / черный"
Мобильный телефон Samsung Galaxy Note 10 Lite (SM-N770) 6/128GB Aura Silver (SM-N770FZSDSEK),12999,https://i2.rozetka.ua/goods/16302561/samsung_galaxy_note_10_lite_6_128_gb_silver_sm_n770fzsdsek_images_16302561283.jpg,172570007,https://rozetka.com.ua/samsung_galaxy_note_10_lite_6_128_gb_silver_sm_n770fzsdsek/p172570007/,Рейтинг товара 3.6 из 5,197 отзывов,15999,"Экран (6.7"", SuperAMOLED, 2400x1080)/ Samsung Exynos 9810 (4 x 2.7 ГГц + 4 x 1.7 ГГц)/ тройная основная камера: 12 Мп + 12 Мп + 12 Мп/ фронтальная: 32 Мп / RAM 6 ГБ/ 128 ГБ встроенной памяти + microSD (до 1 ТБ)/ 3G/ LTE/ GPS/ A-GPS/ ГЛОНАСС/ BDS/ поддержка 2х SIM-карт (Nano-SIM)/ Android 10 (Q)/ 4500 мА*ч"
Телевизор Samsung UE32T4500AUXUA,6299,https://i2.rozetka.ua/goods/20604702/samsung_ue32t4500auxua_images_20604702791.jpg,200441875,https://rozetka.com.ua/samsung_ue32t4500auxua/p200441875/,Рейтинг товара 3.6 из 5,63 отзыва,6999,
Мобильный телефон Samsung Galaxy A31 4/128GB Prism Crush Black (SM-A315FZKVSEK),6499,https://i8.rozetka.ua/goods/17537620/copy_samsung_sm_a315fzkusek_5e7defd7116fb_images_17537620345.jpg,199478401,https://rozetka.com.ua/samsung_sm_a315fzkvsek/p199478401/,Рейтинг товара 3.6 из 5,69 отзывов,7499,"Экран (6.4"", Super AMOLED, 2400x1080)/ MediaTek MT6768 (2 x 2.0 ГГц + 6 x 1.7 ГГц)/ основная квадро-камера: 48 Мп + 8 Мп + 5 Мп + 5 Мп, фронтальная камера: 20 Мп/ RAM 4 ГБ/ 128 ГБ встроенной памяти + microSD (до 512 ГБ)/ 3G/ LTE/ GPS/ ГЛОНАСС/ BDS / поддержка 2х SIM-карт (Nano-SIM)/ Android 10.0 (Q)/ 5000 мА*ч"
Мобильный телефон Samsung Galaxy S10 8/128 GB Black (SM-G973FZKDSEK),15999,https://i2.rozetka.ua/goods/11052552/samsung_galaxy_s10_6_128_gb_black_sm_g973fzkdsek_images_11052552609.jpg,73111407,https://rozetka.com.ua/samsung_galaxy_s10_8_128_gb_black_sm_g973fzkdsek/p73111407/,Рейтинг товара 3.6 из 5,201 отзыв,18999,"Экран (6.1"", Dynamic AMOLED, 3040x1440)/ Samsung Exynos 9820 (2 x 2.7 ГГц + 2 x 2.3 ГГц + 4 x 1.9 ГГц)/ тройная основная камера: 12 Мп + 12 Мп + 16 Мп / фронтальная 10 Мп/ RAM 8 ГБ/ 128 ГБ встроенной памяти + microSD (до 512 ГБ)/ 3G/ LTE/ GPS/ A-GPS / ГЛОНАСС/ BDS/ поддержка 2х SIM-карт (Nano-SIM)/ Android 9.0 (Pie) / 3400 мА*ч"
"Samsung 860 Evo-Series 250GB 2.5"" SATA III V-NAND (MLC) (MZ-76E250BW)",1399,https://i2.rozetka.ua/goods/2697162/samsung_mz_76e250bw_images_2697162631.jpg,31129023,https://hard.rozetka.com.ua/samsung_mz_76e250bw/p31129023/,Рейтинг товара 3.6 из 5,1178 отзывов,1499,
Samsung 970 Evo series 1TB M.2 PCIe 3.0 x4 V-NAND TLC (MZ-V7E1T0BW),4399,https://i1.rozetka.ua/goods/4627767/samsung_mz_v7e1t0bw_images_4627767576.jpg,41332248,https://hard.rozetka.com.ua/samsung_mz_v7e1t0bw/p41332248/,Рейтинг товара 3.6 из 5,86 отзывов,,
Мобильный телефон Samsung Galaxy S20 8/128GB Aura Red (SM-G980FZRDSEK),22999,https://i8.rozetka.ua/goods/16848968/samsung_galaxy_s20_red_sm_g980fzrdsek_images_16848968102.jpg,183270221,https://rozetka.com.ua/samsung_galaxy_s20_red_sm_g980fzrdsek/p183270221/,Рейтинг товара 3.6 из 5,116 отзывов,23999,"Экран (6.2"", Dynamic AMOLED 2X, 3200x1440)/ Samsung Exynos 990 (2 x 2.73 ГГц + 2 x 2.5 ГГц + 4 x 2.0 ГГц)/ тройная основная камера: 12 Мп + 64 Мп + 12 Мп, фронтальная 10 Мп/ RAM 8 ГБ/ 128 ГБ встроенной памяти + microSD (до 1 ТБ)/ 3G/ LTE/ GPS/ поддержка 2х SIM-карт (Nano-SIM)/ Android 10.0 (Q) / 4000 мА*ч"
"Mонитор 23.5"" Samsung Curved C24F396F (LC24F396FHIXCI) - HDMI-кабель в комплекте",2999,https://i8.rozetka.ua/goods/17617577/samsung_c24f396f_images_17617577401.jpg,10592250,https://hard.rozetka.com.ua/samsung_c24f396f/p10592250/,Рейтинг товара 3.6 из 5,959 отзывов,3199,
Телевизор Samsung UE55TU8000UXUA,17999,https://i2.rozetka.ua/goods/21003140/samsung_ue55tu8000uxua_images_21003140071.jpg,200216743,https://rozetka.com.ua/samsung_ue55tu8000uxua/p200216743/,Рейтинг товара 3.6 из 5,80 отзывов,22499,
Мобильный телефон Samsung Galaxy A20s A207F 3/32GB Red (SM-A207FZRDSEK),4299,https://i8.rozetka.ua/goods/14783442/samsung_sm_a207fzrdsek_images_14783442543.jpg,138459953,https://rozetka.com.ua/samsung_sm_a207fzrdsek/p138459953/,Рейтинг товара 3.6 из 5,59 отзывов,,"Экран (6.5"", TFT, 1560 x 720) / Qualcomm Snapdragon 450 (8 x 1.8 ГГц) / тройная основная камера: 13 Мп + 8 Мп + 5 Мп, фронтальная камера: 8 Мп / RAM 3 ГБ / 32 ГБ встроенной памяти + microSD (до 512 ГБ) / 3G / LTE / GPS / ГЛОНАСС / BDS / поддержка 2х SIM-карт (Nano-SIM) / Android 10 / 4000 мА*ч"
Планшет Samsung Galaxy Tab S6 Lite LTE 64GB Blue (SM-P615NZBASEK),12999,https://i8.rozetka.ua/goods/17855381/samsung_sm_p615nzbasek_images_17855381467.jpg,205041445,https://rozetka.com.ua/samsung_sm_p615nzbasek/p205041445/,Рейтинг товара 3.6 из 5,47 отзывов,,"Экран 10.4"" TFT (2000x1200) MultiTouch / Samsung Exynos 9611 (2.3 ГГц + 1.7 ГГц) / RAM 4 ГБ / 64 ГБ встроенной памяти + microSD / 3G / 4G / Wi-Fi / Bluetooth 5.0 / основная камера 8 Мп, фронтальная - 5 Мп / GPS / ГЛОНАСС / Android 10.0 (Q) / 467 г / синий"
Samsung 970 Evo series 500GB M.2 PCIe 3.0 x4 V-NAND TLC (MZ-V7E500BW),2399,https://i1.rozetka.ua/goods/4627979/samsung_mz_v7e500bw_images_4627979824.jpg,41332600,https://hard.rozetka.com.ua/samsung_mz_v7e500bw/p41332600/,Рейтинг товара 3.6 из 5,336 отзывов,3199,
"Mонитор 27"" Samsung Curved C27JG54 (LC27JG54QQIXCI) - Частота обновления экрана 144 Гц, FreeSync!",7299,https://i8.rozetka.ua/goods/17921165/samsung_lc27jg54qqixci_images_17921165275.jpg,89916710,https://hard.rozetka.com.ua/samsung_lc27jg54qqixci/p89916710/,Рейтинг товара 3.6 из 5,361 отзыв,7999,
Мобильный телефон Samsung Galaxy A21s 3/32GB White (SM-A217FZWNSEK),4599,https://i2.rozetka.ua/goods/18481817/samsung_sm_a217fzwnsek_images_18481817209.jpg,212472955,https://rozetka.com.ua/samsung_sm_a217fzwnsek/p212472955/,Рейтинг товара 3.6 из 5,41 отзыв,5299,"Экран (6.5"", PLS, 1600x720) / Samsung Exynos 850 (2.0 ГГц) / основная квадро-камера: 48 Мп + 8 Мп + 2 Мп + 2 Мп, фронтальная камера: 13 Мп / RAM 3 ГБ / 32 ГБ встроенной памяти + microSD (до 512 ГБ) / 3G / LTE / GPS / поддержка 2х SIM-карт (Nano-SIM) / Android 10 / 5000 мА*ч"
Телевизор Samsung UE50TU8000UXUA,15999,https://i2.rozetka.ua/goods/20604668/samsung_ue50tu8000uxua_images_20604668071.jpg,200215585,https://rozetka.com.ua/samsung_ue50tu8000uxua/p200215585/,Рейтинг товара 3.6 из 5,69 отзывов,18999,
Телевизор Samsung UE32M5500AUXUA,10699,https://i8.rozetka.ua/goods/19716726/samsung_ue32m5500auxua_images_19716726811.jpg,17170562,https://rozetka.com.ua/samsung_ue32m5500auxua/p17170562/,Рейтинг товара 3.6 из 5,497 отзывов,13999,
"Планшет Samsung Galaxy Tab A 8.0"" (2019) 2/32GB LTE Black (SM-T295NZKASEK)",4999,https://i1.rozetka.ua/goods/13392525/copy_samsung_sm_t290nzkasek_5d525e8d69165_images_13392525956.jpg,111492674,https://rozetka.com.ua/samsung_sm_t295nzkasek/p111492674/,Рейтинг товара 3.6 из 5,79 отзывов,,"Экран 8.0"" (1280x800) емкостный MultiTouch / Qualcomm Snapdragon 429 (2.0 ГГц) / RAM 2 ГБ / 32 ГБ встроенной памяти + microSD / 3G / LTE / Wi-Fi / Bluetooth 4.2 / основная камера 8 Мп, фронтальная - 2 Мп / GPS / ГЛОНАСС / Android 9.0 (Pie) / 347 г / черный"
Телевизор Samsung Frame QE55LS03TAUXUA,37999,https://i8.rozetka.ua/goods/21003068/samsung_qe55ls03tauxua_images_21003068496.jpg,206677615,https://rozetka.com.ua/samsung_qe55ls03tauxua/p206677615/,Рейтинг товара 3.6 из 5,17 отзывов,38999,
Телевизор Samsung UE55TU7100UXUA,15499,https://i2.rozetka.ua/goods/20604619/samsung_ue55tu7100uxua_images_20604619291.jpg,200149177,https://rozetka.com.ua/samsung_ue55tu7100uxua/p200149177/,Рейтинг товара 3.6 из 5,148 отзывов,17499,
Микроволновая печь SAMSUNG ME81MRTS/BW,2299,https://i2.rozetka.ua/goods/12536332/samsung_me81mrts_bw_images_12536332120.jpg,95445268,https://bt.rozetka.com.ua/samsung_me81mrts_bw/p95445268/,Рейтинг товара 3.6 из 5,362 отзыва,2799,
"Монитор 21.5"" Samsung S22F350F (LS22F350FHIXCI)",2299,https://i2.rozetka.ua/goods/17676387/samsung_s22f350f_images_17676387535.jpg,8902041,https://hard.rozetka.com.ua/samsung_s22f350f/p8902041/,Рейтинг товара 3.6 из 5,507 отзывов,2599,
Телевизор Samsung QE82Q800TAUXUA,229999,https://i2.rozetka.ua/goods/17924928/copy_samsung_qe75q800tauxua_5ea0981386f32_images_17924928289.jpg,207238849,https://rozetka.com.ua/samsung_qe82q800tauxua/p207238849/,Рейтинг товара 3.6 из 5,3 отзыва,249999,
"Mонитор 27"" Samsung Curved C27R500 Dark Silver (LC27R500FHIXCI)",4099,https://i2.rozetka.ua/goods/17617619/samsung_lc27r500fhixci_images_17617619815.jpg,88769283,https://hard.rozetka.com.ua/samsung_lc27r500fhixci/p88769283/,Рейтинг товара 3.6 из 5,171 отзыв,5099,Акция! Оплата частями 10 платежей или кредит 0% без переплат!
